UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,old_Discount_avg,D_avg,old_PR_Avg,DOLLARS_sum_sum,PR_avg,Discount_avg,prediction,DOLLARS_no_discount,Incr.Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-01-28400-01179,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,PEPSICO INC,PRETZEL,57.9786025,30,75,2.625,2.5,0.03625,0,0.5,3124617.94,0,0.03625,14.61420986,38.36230089,36.63769911,1.7,51,24,24.8,13.5,10.5
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,PEPSICO INC,PRETZEL,54.726355,45,112.5,2.625,2.5,0.03625,0.25,0.5,3124617.94,0,0.03625,34.24559471,89.89468612,22.60531388,1.7,76.5,36,58.2,31.7,4.3
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,PEPSICO INC,PRETZEL,59.65340714,34,85,2.5,2.5,0,0,0.285714286,3124617.94,0,0,31.59844502,78.99611255,6.00388745,1.7,57.8,27.2,53.7,25.3,1.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,PEPSICO INC,PRETZEL,59.14069,33,82.5,2.642857143,2.5,0.041428571,0,0.428571429,3124617.94,0,0.041428571,16.31333547,43.11381516,39.38618484,1.7,56.1,26.4,27.7,15.4,11.0
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,PEPSICO INC,PRETZEL,57.42997429,31,77.5,2.642857143,2.5,0.041428571,0,0.428571429,3124617.94,0,0.041428571,18.29927526,48.36237034,29.13762966,1.7,52.7,24.8,31.1,17.3,7.5
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,103,257.5,2.625,2.5,0.03625,0,0.5,3124617.94,0,0.03625,65.89453654,172.9731584,84.52684159,1.7,175.1,82.4,112.0,61.0,21.4
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,40,100,2.625,2.5,0.03625,0,0.5,3124617.94,0,0.03625,35.19853211,92.39614679,7.60385321,1.7,68,32,59.8,32.6,-0.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,PEPSICO INC,PRETZEL,55.465975,53,132.5,2.625,2.5,0.03625,0,0.5,3124617.94,0,0.03625,35.16227829,92.30098051,40.19901949,1.7,90.1,42.4,59.8,32.5,9.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.42153111,56,136.94,2.611111111,2.47,0.044444444,0,0.444444444,3124617.94,0,0.044444444,27.11429499,70.79843692,66.14156308,1.7,95.2,41.74,46.1,24.7,17.0
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-28T00:00:00.000Z,PEPSICO INC,PRETZEL,60.45842111,65,129.35,2.611111111,1.99,0.225555556,0,1,3124617.94,0,0.225555556,24.65714595,64.38254776,64.96745224,1.7,110.5,18.85,41.9,22.5,-3.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-03-07T00:00:00.000Z,PEPSICO INC,PRETZEL,59.48323,76,150.73,2.625,1.98625,0.23125,0,1,3124617.94,0,0.23125,16.34130556,42.8959271,107.8340729,1.7,129.2,21.53,27.8,15.1,6.4
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,103,257.5,2.625,2.5,0.03625,0,0.5,3618223.95,0,0.03625,65.89453654,172.9731584,84.52684159,1.7,175.1,82.4,112.0,61.0,21.4
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,40,100,2.625,2.5,0.03625,0,0.5,3618223.95,0,0.03625,35.19853211,92.39614679,7.60385321,1.7,68,32,59.8,32.6,-0.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,PEPSICO INC,PRETZEL,55.465975,53,132.5,2.625,2.5,0.03625,0,0.5,3618223.95,0,0.03625,35.16227829,92.30098051,40.19901949,1.7,90.1,42.4,59.8,32.5,9.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.42153111,56,136.94,2.611111111,2.47,0.044444444,0,0.444444444,3618223.95,0,0.044444444,27.11429499,70.79843692,66.14156308,1.7,95.2,41.74,46.1,24.7,17.0
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-28T00:00:00.000Z,PEPSICO INC,PRETZEL,60.45842111,65,129.35,2.611111111,1.99,0.225555556,0,1,3618223.95,0,0.225555556,24.65714595,64.38254776,64.96745224,1.7,110.5,18.85,41.9,22.5,-3.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-03-07T00:00:00.000Z,PEPSICO INC,PRETZEL,59.48323,76,150.73,2.625,1.98625,0.23125,0,1,3618223.95,0,0.23125,16.34130556,42.8959271,107.8340729,1.7,129.2,21.53,27.8,15.1,6.4
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,PEPSICO INC,PRETZEL,55.465975,53,132.5,2.625,2.5,0.03625,0,0.5,507336.43,0,0.03625,35.16227829,92.30098051,40.19901949,1.7,90.1,42.4,59.8,32.5,9.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.42153111,56,136.94,2.611111111,2.47,0.044444444,0,0.444444444,507336.43,0,0.044444444,27.11429499,70.79843692,66.14156308,1.7,95.2,41.74,46.1,24.7,17.0
00-01-28400-01179,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,PEPSICO INC,PRETZEL,57.9786025,30,75,2.625,2.5,0.03625,0,0.5,3618223.95,0,0.03625,14.61420986,38.36230089,36.63769911,1.7,51,24,24.8,13.5,10.5
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,PEPSICO INC,PRETZEL,54.726355,45,112.5,2.625,2.5,0.03625,0.25,0.5,3618223.95,0,0.03625,34.24559471,89.89468612,22.60531388,1.7,76.5,36,58.2,31.7,4.3
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,PEPSICO INC,PRETZEL,59.65340714,34,85,2.5,2.5,0,0,0.285714286,3618223.95,0,0,31.59844502,78.99611255,6.00388745,1.7,57.8,27.2,53.7,25.3,1.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,PEPSICO INC,PRETZEL,59.14069,33,82.5,2.642857143,2.5,0.041428571,0,0.428571429,3618223.95,0,0.041428571,16.31333547,43.11381516,39.38618484,1.7,56.1,26.4,27.7,15.4,11.0
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,PEPSICO INC,PRETZEL,57.42997429,31,77.5,2.642857143,2.5,0.041428571,0,0.428571429,3618223.95,0,0.041428571,18.29927526,48.36237034,29.13762966,1.7,52.7,24.8,31.1,17.3,7.5
00-01-28400-01179,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,PEPSICO INC,PRETZEL,57.9786025,30,75,2.625,2.5,0.03625,0,0.5,507336.43,0,0.03625,14.61420986,38.36230089,36.63769911,1.7,51,24,24.8,13.5,10.5
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,PEPSICO INC,PRETZEL,54.726355,45,112.5,2.625,2.5,0.03625,0.25,0.5,507336.43,0,0.03625,34.24559471,89.89468612,22.60531388,1.7,76.5,36,58.2,31.7,4.3
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,PEPSICO INC,PRETZEL,59.65340714,34,85,2.5,2.5,0,0,0.285714286,507336.43,0,0,31.59844502,78.99611255,6.00388745,1.7,57.8,27.2,53.7,25.3,1.9
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,PEPSICO INC,PRETZEL,59.14069,33,82.5,2.642857143,2.5,0.041428571,0,0.428571429,507336.43,0,0.041428571,16.31333547,43.11381516,39.38618484,1.7,56.1,26.4,27.7,15.4,11.0
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,PEPSICO INC,PRETZEL,57.42997429,31,77.5,2.642857143,2.5,0.041428571,0,0.428571429,507336.43,0,0.041428571,18.29927526,48.36237034,29.13762966,1.7,52.7,24.8,31.1,17.3,7.5
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,103,257.5,2.625,2.5,0.03625,0,0.5,507336.43,0,0.03625,65.89453654,172.9731584,84.52684159,1.7,175.1,82.4,112.0,61.0,21.4
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,40,100,2.625,2.5,0.03625,0,0.5,507336.43,0,0.03625,35.19853211,92.39614679,7.60385321,1.7,68,32,59.8,32.6,-0.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-28T00:00:00.000Z,PEPSICO INC,PRETZEL,60.45842111,65,129.35,2.611111111,1.99,0.225555556,0,1,507336.43,0,0.225555556,24.65714595,64.38254776,64.96745224,1.7,110.5,18.85,41.9,22.5,-3.6
00-01-28400-01179,NEW_YORK,"Chain112,",2011-03-07T00:00:00.000Z,PEPSICO INC,PRETZEL,59.48323,76,150.73,2.625,1.98625,0.23125,0,1,507336.43,0,0.23125,16.34130556,42.8959271,107.8340729,1.7,129.2,21.53,27.8,15.1,6.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,629,1572.5,3.052307692,2.5,0.174615385,1.153846154,1,3124617.94,0,0.174615385,384.0876355,1172.353644,400.1463558,2.235742857,1406.282257,166.2177429,858.7,313.6,-147.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-03-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,672,1337.28,3.052307692,1.99,0.347692308,0.846153846,1,3124617.94,0,0.347692308,422.1400043,1288.501182,48.77881773,2.235742857,1502.4192,-165.1392,943.8,344.7,-509.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-03-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,795,1582.05,3.052307692,1.99,0.347692308,0.769230769,1,3124617.94,0,0.347692308,422.7009199,1290.213269,291.8367305,2.235742857,1777.415571,-195.3655714,945.1,345.2,-540.5
00-01-28400-02333,NEW_YORK,"Chain112,",2011-03-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,645,1283.55,3.052307692,1.99,0.347692308,1.153846154,1,3124617.94,0,0.347692308,430.3162367,1313.457559,-29.90755938,2.235742857,1442.054143,-158.5041429,962.1,351.4,-509.9
00-01-28400-02333,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,505,1261.67,3.052307692,2.498461538,0.175384615,1.692307692,1,3124617.94,0,0.175384615,215.6341284,658.1817087,603.4882913,2.235742857,1129.050143,132.6198571,482.1,176.1,-43.5
00-01-28400-02333,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,682,1705,3.052307692,2.5,0.174615385,1.153846154,1,3124617.94,0,0.174615385,250.1486817,763.5307455,941.4692545,2.235742857,1524.776629,180.2233714,559.3,204.3,-24.0
00-01-28400-02333,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,704,1760,3.052307692,2.5,0.174615385,1.076923077,1,3124617.94,0,0.174615385,252.5794739,770.950271,989.049729,2.235742857,1573.962971,186.0370286,564.7,206.2,-20.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,619,1547.5,3.052307692,2.5,0.174615385,0.769230769,1,3124617.94,0,0.174615385,233.4818517,712.658452,834.841548,2.235742857,1383.924829,163.5751714,522.0,190.7,-27.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,592,1480,3.052307692,2.5,0.174615385,0.923076923,1,3124617.94,0,0.174615385,371.7991014,1134.845257,345.1547428,2.235742857,1323.559771,156.4402286,831.2,303.6,-147.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,1349,3372.5,3.052307692,2.5,0.174615385,1,1,3124617.94,0,0.174615385,435.4009928,1328.9778,2043.5222,2.235742857,3016.017114,356.4828857,973.4,355.5,0.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,516,1290,3.052307692,2.5,0.174615385,0.461538462,1,3124617.94,0,0.174615385,375.3067614,1145.551715,144.4482853,2.235742857,1153.643314,136.3566857,839.1,306.5,-170.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,506,1265,3.291538462,2.5,0.24,1.076923077,0.923076923,3124617.94,0,0.24,324.6881753,1068.723617,196.2763829,2.235742857,1131.285886,133.7141143,725.9,342.8,-209.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-02-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,515,1276.28,3.052307692,2.477692308,0.183076923,0.615384615,1,3124617.94,0,0.183076923,323.1357493,986.3097334,289.9702666,2.235742857,1151.407571,124.8724286,722.4,263.9,-139.0
00-01-28400-02333,NEW_YORK,"Chain112,",2011-02-28T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,739,1470.61,3.052307692,1.99,0.347692308,1,1,3124617.94,0,0.347692308,448.4084162,1368.680458,101.9295418,2.235742857,1652.213971,-181.6039714,1002.5,366.2,-547.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,284,927.25,3.291666667,3.274166667,0.005,0.75,0,3124617.94,0,0.005,283.514027,933.2336723,-5.9836723,2.235742857,634.9509714,292.2990286,633.9,299.4,-7.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,568,1420,3.291538462,2.5,0.24,0.769230769,1,3124617.94,0,0.24,282.4084214,929.5581808,490.4418192,2.235742857,1269.901943,150.0980571,631.4,298.2,-148.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,271,883.6,3.291538462,3.263846154,0.009230769,0.692307692,0,3124617.94,0,0.009230769,271.4096678,893.3553603,-9.755360264,2.235742857,605.8863143,277.7136857,606.8,286.6,-8.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-03-28T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,869,1743.5,3.052307692,2.038461538,0.326153846,1,1,3124617.94,0,0.326153846,308.1312168,940.5112834,802.9887166,2.235742857,1942.860543,-199.3605429,688.9,251.6,-451.0
00-01-28400-02333,NEW_YORK,"Chain112,",2011-04-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,918,1837.5,3.074615385,2.038461538,0.331538462,1.153846154,0.923076923,3124617.94,0,0.331538462,428.3493278,1317.009433,520.4905668,2.235742857,2052.411943,-214.9119429,957.7,359.3,-574.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-04-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,824,1639.75,3.074615385,1.99,0.352307692,0.461538462,1,3124617.94,0,0.352307692,364.3458249,1120.223279,519.5267215,2.235742857,1842.252114,-202.5021143,814.6,305.6,-508.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-04-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,772,1552.5,3.074615385,2.038461538,0.331538462,0.846153846,0.923076923,3124617.94,0,0.331538462,366.8360897,1127.879885,424.620115,2.235742857,1725.993486,-173.4934857,820.2,307.7,-481.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-04-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,449,1123,3.074615385,2.500769231,0.18,1,0.923076923,3124617.94,0,0.18,362.9756991,1116.010669,6.989331258,2.235742857,1003.848543,119.1514571,811.5,304.5,-185.3
00-01-28400-02333,NEW_YORK,"Chain112,",2011-05-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,669,1672.5,3.074615385,2.5,0.18,0.923076923,0.923076923,3124617.94,0,0.18,430.4216001,1323.380874,349.1191263,2.235742857,1495.711971,176.7880286,962.3,361.1,-184.3
00-01-28400-02333,NEW_YORK,"Chain112,",2011-05-09T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,362,1071.6,3.291538462,2.973846154,0.095384615,1.153846154,0,3124617.94,0,0.095384615,364.5698606,1199.995718,-128.395718,2.235742857,809.3389143,262.2610857,815.1,384.9,-122.7
00-01-28400-02333,NEW_YORK,"Chain112,",2011-11-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,253,830.87,3.291538462,3.283846154,0.003076923,0.615384615,0,3124617.94,0,0.003076923,244.5112421,804.8181576,26.05184236,2.235742857,565.6429429,265.2270571,546.7,258.2,7.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-11-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,279,834.21,3.291538462,2.99,0.090769231,0.692307692,0.923076923,3124617.94,0,0.090769231,216.5150819,712.6677196,121.5422804,2.235742857,623.7722571,210.4377429,484.1,228.6,-18.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-11-28T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,258,771.42,3.291538462,2.99,0.090769231,0.692307692,0.923076923,3124617.94,0,0.090769231,216.7713981,713.5113943,57.90860571,2.235742857,576.8216571,194.5983429,484.6,228.9,-34.3
00-01-28400-02333,NEW_YORK,"Chain112,",2011-12-05T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,317,945.87,3.291538462,2.983076923,0.092307692,0.769230769,0.923076923,3124617.94,0,0.092307692,227.6027785,749.1632994,196.7067006,2.235742857,708.7304857,237.1395143,508.9,240.3,-3.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-12-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,460,1149.99,3.291538462,2.500769231,0.239230769,1.076923077,1,3124617.94,0,0.239230769,231.6860986,762.6037046,387.3862954,2.235742857,1028.441714,121.5482857,518.0,244.6,-123.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-12-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,216,709.19,3.291538462,3.283846154,0.002307692,0.846153846,0,3124617.94,0,0.002307692,213.7768118,703.6545984,5.535401616,2.235742857,482.9204571,226.2695429,477.9,225.7,0.6
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,373,1003.37,3.291538462,2.69,0.180769231,0.615384615,1,3124617.94,0,0.180769231,280.0607442,921.830711,81.53928901,2.235742857,833.9320857,169.4379143,626.1,295.7,-126.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,435,1171.95,3.291538462,2.702307692,0.176923077,0.615384615,1,3124617.94,0,0.176923077,281.9815046,928.1529678,243.7970322,2.235742857,972.5481429,199.4018571,630.4,297.7,-98.3
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,280,920.6,3.291538462,3.286153846,0.002307692,0.615384615,0,3124617.94,0,0.002307692,280.3735911,922.8604586,-2.260458631,2.235742857,626.008,294.592,626.8,296.0,-1.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,281,922.46,3.291538462,3.283076923,0.003076923,0.692307692,0,3124617.94,0,0.003076923,280.7831631,924.2085806,-1.748580607,2.235742857,628.2437429,294.2162571,627.8,296.4,-2.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,398,1194,3.291538462,3,0.09,0.769230769,0.846153846,3124617.94,0,0.09,287.9213933,947.70434,246.29566,2.235742857,889.8256571,304.1743429,643.7,304.0,0.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-31T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,356,1068,3.291538462,3,0.09,0.769230769,0.846153846,3124617.94,0,0.09,238.0511141,783.554398,284.445602,2.235742857,795.9244571,272.0755429,532.2,251.3,20.7
00-01-28400-02333,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,355,1068.19,3.291538462,3.022307692,0.083076923,0.615384615,0.769230769,3124617.94,0,0.083076923,249.9538807,822.7328119,245.4571881,2.235742857,793.6887143,274.5012857,558.8,263.9,10.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-02-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,388,1164,3.291538462,3,0.09,1.230769231,0.923076923,3124617.94,0,0.09,384.2025813,1264.617573,-100.6175734,2.235742857,867.4682286,296.5317714,859.0,405.6,-109.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-02-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,327,981,3.291538462,3,0.09,1.076923077,0.923076923,3124617.94,0,0.09,325.1906206,1070.377435,-89.37743494,2.235742857,731.0879143,249.9120857,727.0,343.3,-93.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-02-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,456,1365,3.291538462,2.992307692,0.091538462,0.923076923,0.923076923,3124617.94,0,0.091538462,448.7483165,1477.072343,-112.0723433,2.235742857,1019.498743,345.5012571,1003.3,473.8,-128.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-03-05T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,483,1207.5,3.291538462,2.5,0.24,0.923076923,1,3124617.94,0,0.24,427.6883209,1407.752558,-200.2525577,2.235742857,1079.8638,127.6362,956.2,451.6,-323.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-03-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,485,1212.5,3.291538462,2.5,0.24,1.384615385,1,3124617.94,0,0.24,423.1516571,1392.819954,-180.3199543,2.235742857,1084.335286,128.1647143,946.1,446.8,-318.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-03-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,289,777.41,3.291538462,2.69,0.180769231,1.076923077,1,3124617.94,0,0.180769231,426.3533856,1403.358567,-625.9485668,2.235742857,646.1296857,131.2803143,953.2,450.1,-318.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-12-26T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,263,789,3.291666667,3,0.09,1.166666667,0.916666667,3124617.94,0,0.09,218.2153122,718.2920694,70.70793056,2.235742857,588.0003714,200.9996286,487.9,230.4,-29.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-01-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,342,1026,3.291538462,3,0.09,1.076923077,0.923076923,3124617.94,0,0.09,251.2325977,826.9417581,199.0582419,2.235742857,764.6240571,261.3759429,561.7,265.3,-3.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-01-09T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,265,868.03,3.291538462,3.274615385,0.005384615,1.076923077,0,3124617.94,0,0.005384615,252.9836018,832.7052555,35.32474449,2.235742857,592.4718571,275.5581429,565.6,267.1,8.5
00-01-28400-02333,NEW_YORK,"Chain112,",2012-01-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,838,1678.65,3.291538462,2.025384615,0.383076923,0.923076923,1,3124617.94,0,0.383076923,246.6501855,811.8585722,866.7914278,2.235742857,1873.552514,-194.9025143,551.4,260.4,-455.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-01-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,376,1124.67,3.291538462,2.989230769,0.093076923,0.923076923,0.923076923,3124617.94,0,0.093076923,371.5572982,1222.995138,-98.32513784,2.235742857,840.6393143,284.0306857,830.7,392.3,-108.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-01-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,1003,2507.5,3.291538462,2.5,0.24,0.846153846,1,3124617.94,0,0.24,426.8165454,1404.883075,1102.616925,2.235742857,2242.450086,265.0499143,954.3,450.6,-185.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-02-06T00:00:00.000Z,PEPSICO INC,PRETZEL,58.015975,311,926.86,3.291666667,2.970833333,0.098333333,1.333333333,0.916666667,3124617.94,0,0.098333333,331.0427469,1089.682375,-162.8223753,2.235742857,695.3160286,231.5439714,740.1,349.6,-118.0
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,545,1367.81,3.291538462,2.545384615,0.226153846,0.923076923,0.923076923,3124617.94,0,0.226153846,297.6231253,979.6379639,388.1720361,2.235742857,1218.479857,149.3301429,665.4,314.2,-164.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,287,932.57,3.291538462,3.259230769,0.01,0.692307692,0,3124617.94,0,0.01,286.8157639,944.0651182,-11.4951182,2.235742857,641.6582,290.9118,641.2,302.8,-11.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,748,1870,3.291538462,2.5,0.24,0.384615385,1,3124617.94,0,0.24,290.8670966,957.4002357,912.5997643,2.235742857,1672.335657,197.6643429,650.3,307.1,-109.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,297,828.63,3.291538462,2.79,0.150769231,0.769230769,1,3124617.94,0,0.150769231,271.3891551,893.287842,-64.65784204,2.235742857,664.0156286,164.6143714,606.8,286.5,-121.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,405,1206.5,3.269230769,2.982307692,0.087692308,0.846153846,0.923076923,3124617.94,0,0.087692308,404.9953813,1324.023362,-117.523362,2.235742857,905.4758571,301.0241429,905.5,418.6,-117.5
00-01-28400-02333,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,504,1260,3.269230769,2.5,0.234615385,1,1,3124617.94,0,0.234615385,301.0966365,984.3543886,275.6456114,2.235742857,1126.8144,133.1856,673.2,311.2,-178.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,616,1236,3.269230769,2.038461538,0.374615385,1.076923077,1,3124617.94,0,0.374615385,310.6509765,1015.589731,220.4102692,2.235742857,1377.2176,-141.2176,694.5,321.1,-462.3
