UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,old_Discount_avg,D_avg,old_PR_Avg,DOLLARS_sum_sum,PR_avg,Discount_avg,prediction,DOLLARS_no_discount,Incr.Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-01-28400-02333,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,605,1214.5,3.269230769,2.038461538,0.374615385,0.846153846,1,3124617.94,0,0.374615385,290.1406764,948.5368268,265.9631732,2.235742857,1352.624429,-138.1244286,648.7,299.9,-438.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,682,1372.33,3.269230769,2.037692308,0.374615385,0.769230769,1,3124617.94,0,0.374615385,291.3995093,952.6522418,419.6777582,2.235742857,1524.776629,-152.4466286,651.5,301.2,-453.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,401,1003,3.269230769,2.500769231,0.233846154,1.076923077,1,3124617.94,0,0.233846154,306.1889062,1001.002193,1.997806609,2.235742857,896.5328857,106.4671143,684.6,316.4,-210.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,432,1080,3.269230769,2.5,0.234615385,0.769230769,1,3124617.94,0,0.234615385,300.9155632,983.7624181,96.23758185,2.235742857,965.8409143,114.1590857,672.8,311.0,-196.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,449,1122,3.269230769,2.499230769,0.234615385,0.615384615,1,3124617.94,0,0.234615385,285.0159579,931.7829394,190.2170606,2.235742857,1003.848543,118.1514571,637.2,294.6,-176.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,438,1095,3.269230769,2.5,0.234615385,0.538461538,0.923076923,3124617.94,0,0.234615385,283.8705646,928.0383842,166.9616158,2.235742857,979.2553714,115.7446286,634.7,293.4,-177.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,402,1005,3.2675,2.5,0.234166667,0.5,0.666666667,3124617.94,0,0.234166667,286.9606065,937.6437816,67.35621837,2.235742857,898.7686286,106.2313714,641.6,296.1,-189.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,485,1212.5,3.269230769,2.5,0.234615385,0.538461538,0.692307692,3124617.94,0,0.234615385,272.879,892.1044232,320.3955768,2.235742857,1084.335286,128.1647143,610.1,282.0,-153.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,681,1367.5,3.269230769,2.038461538,0.374615385,0.615384615,0.923076923,3124617.94,0,0.374615385,284.5856106,930.3760346,437.1239654,2.235742857,1522.540886,-155.0408857,636.3,294.1,-449.2
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,495,1237.5,3.267692308,2.5,0.234615385,0.692307692,0.692307692,3124617.94,0,0.234615385,285.1066516,931.6408123,305.8591877,2.235742857,1106.692714,130.8072857,637.4,294.2,-163.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,417,1042.5,3.267692308,2.5,0.234615385,0.538461538,0.615384615,3124617.94,0,0.234615385,283.2730706,925.6492338,116.8507662,2.235742857,932.3047714,110.1952286,633.3,292.3,-182.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,299,803.55,3.267692308,2.687692308,0.175384615,0.538461538,0.538461538,3124617.94,0,0.175384615,280.7828051,917.5118123,-113.9618123,2.235742857,668.4871143,135.0628857,627.8,289.8,-154.7
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,403,1005.81,3.267692308,2.496153846,0.236153846,0.769230769,0.615384615,3124617.94,0,0.236153846,280.8988652,917.8910611,87.9189389,2.235742857,901.0043714,104.8056286,628.0,289.9,-185.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,561,1402.5,3.229230769,2.5,0.223846154,0.846153846,0.615384615,3124617.94,0,0.223846154,277.48856,896.074596,506.425404,2.235742857,1254.251743,148.2482571,620.4,275.7,-127.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,445,1112.5,3.229230769,2.5,0.223846154,0.923076923,0.538461538,3124617.94,0,0.223846154,292.1412274,943.3914405,169.1085595,2.235742857,994.9055714,117.5944286,653.2,290.2,-172.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,466,1165,3.113846154,2.5,0.191538462,0.615384615,0.538461538,3124617.94,0,0.191538462,280.817028,874.4210225,290.5789775,2.235742857,1041.856171,123.1438286,627.8,246.6,-123.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,900,1801.5,3.113846154,2.038461538,0.337692308,0.692307692,0.923076923,3124617.94,0,0.337692308,289.9767557,902.9430053,898.5569947,2.235742857,2012.168571,-210.6685714,648.3,254.6,-465.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,364,910,3.099166667,2.5,0.1875,0.333333333,0.5,3124617.94,0,0.1875,270.9012843,839.5682304,70.43176965,2.235742857,813.8104,96.1896,605.7,233.9,-137.7
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-05T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,375,1046.25,3.113846154,2.79,0.097692308,0.230769231,0.461538462,3124617.94,0,0.097692308,245.0811105,763.1448734,283.1051266,2.235742857,838.4035714,207.8464286,547.9,215.2,-7.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,322,898.38,3.075384615,2.79,0.086153846,0.538461538,0.307692308,3124617.94,0,0.086153846,245.8627161,756.1224146,142.2575854,2.235742857,719.9092,178.4708,549.7,206.4,-28.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,290,808.7,3.075384615,2.789230769,0.086153846,0.846153846,0.307692308,3124617.94,0,0.086153846,237.7830204,731.2742427,77.42575731,2.235742857,648.3654286,160.3345714,531.6,199.7,-39.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,320,859.28,3.075384615,2.685384615,0.121538462,0.615384615,0.307692308,3124617.94,0,0.121538462,217.4849394,668.8498367,190.4301633,2.235742857,715.4377143,143.8422857,486.2,182.6,-38.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,457,1142.5,3.075384615,2.5,0.180769231,1,1,3124617.94,0,0.180769231,232.2500978,714.2583778,428.2416222,2.235742857,1021.734486,120.7655143,519.3,195.0,-74.2
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,413,1032.5,3.075384615,2.5,0.180769231,0.923076923,1,3124617.94,0,0.180769231,231.6354356,712.368055,320.131945,2.235742857,923.3618,109.1382,517.9,194.5,-85.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,284,792.36,3.075384615,2.79,0.086153846,0.846153846,0.307692308,3124617.94,0,0.086153846,213.6422675,657.0321427,135.3278573,2.235742857,634.9509714,157.4090286,477.6,179.4,-22.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,200,558,3.036923077,2.79,0.074615385,0.615384615,0.307692308,3124617.94,0,0.074615385,215.6697327,654.9723881,-96.97238812,2.235742857,447.1485714,110.8514286,482.2,172.8,-61.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,309,927,3.286923077,3,0.088461538,1.076923077,0.923076923,3124617.94,0,0.088461538,307.244053,1009.887568,-82.88756819,2.235742857,690.8445429,236.1554571,686.9,323.0,-86.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,315,942.33,3.286923077,2.987692308,0.091538462,1.076923077,0.923076923,3124617.94,0,0.091538462,310.7318663,1021.351742,-79.02174201,2.235742857,704.259,238.071,694.7,326.6,-88.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,662,1326.97,3.286666667,2.0275,0.381666667,1,1,3124617.94,0,0.381666667,360.5046325,1184.858559,142.1114411,2.235742857,1480.061771,-153.0917714,806.0,378.9,-532.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,503,1263.5,3.286923077,2.538461538,0.227692308,1.384615385,1,3124617.94,0,0.227692308,359.2308062,1180.764027,82.73597303,2.235742857,1124.578657,138.9213429,803.1,377.6,-238.7
00-01-28400-02333,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,367,1101,3.286923077,3,0.088461538,1.076923077,0.923076923,3124617.94,0,0.088461538,364.7779586,1198.99709,-97.99709024,2.235742857,820.5176286,280.4823714,815.5,383.4,-103.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,433,1299,3.269230769,3,0.083076923,0.923076923,0.923076923,3124617.94,0,0.083076923,428.5240075,1400.943871,-101.9438706,2.235742857,968.0766571,330.9233429,958.1,442.9,-112.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,380,1140,3.269230769,3,0.083076923,1.153846154,0.923076923,3124617.94,0,0.083076923,374.8922602,1225.609312,-85.60931235,2.235742857,849.5822857,290.4177143,838.2,387.4,-97.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,387,1153,3.269230769,2.982307692,0.088461538,1,0.923076923,3124617.94,0,0.088461538,384.3441683,1256.509781,-103.5097809,2.235742857,865.2324857,287.7675143,859.3,397.2,-109.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,819,1642.5,3.269230769,2.038461538,0.374615385,1.230769231,1,3124617.94,0,0.374615385,322.7101502,1055.013953,587.4860475,2.235742857,1831.0734,-188.5734,721.5,333.5,-522.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,PRETZEL,55.270395,395,987.5,3.2675,2.5,0.234166667,1.166666667,1,3124617.94,0,0.234166667,441.5590217,1442.794103,-455.2941033,2.235742857,883.1184286,104.3815714,987.2,455.6,-351.2
00-01-28400-02333,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,424,1271.5,3.269230769,2.998461538,0.083076923,1.230769231,0.923076923,3124617.94,0,0.083076923,420.552648,1374.883657,-103.3836569,2.235742857,947.9549714,323.5450286,940.2,434.6,-111.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,438,1095,3.269230769,2.5,0.234615385,0.538461538,0.923076923,3618223.95,0,0.234615385,283.8705646,928.0383842,166.9616158,2.235742857,979.2553714,115.7446286,634.7,293.4,-177.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,402,1005,3.2675,2.5,0.234166667,0.5,0.666666667,3618223.95,0,0.234166667,286.9606065,937.6437816,67.35621837,2.235742857,898.7686286,106.2313714,641.6,296.1,-189.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,485,1212.5,3.269230769,2.5,0.234615385,0.538461538,0.692307692,3618223.95,0,0.234615385,272.879,892.1044232,320.3955768,2.235742857,1084.335286,128.1647143,610.1,282.0,-153.9
00-01-28400-02333,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,681,1367.5,3.269230769,2.038461538,0.374615385,0.615384615,0.923076923,3618223.95,0,0.374615385,284.5856106,930.3760346,437.1239654,2.235742857,1522.540886,-155.0408857,636.3,294.1,-449.2
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,495,1237.5,3.267692308,2.5,0.234615385,0.692307692,0.692307692,3618223.95,0,0.234615385,285.1066516,931.6408123,305.8591877,2.235742857,1106.692714,130.8072857,637.4,294.2,-163.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,417,1042.5,3.267692308,2.5,0.234615385,0.538461538,0.615384615,3618223.95,0,0.234615385,283.2730706,925.6492338,116.8507662,2.235742857,932.3047714,110.1952286,633.3,292.3,-182.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,299,803.55,3.267692308,2.687692308,0.175384615,0.538461538,0.538461538,3618223.95,0,0.175384615,280.7828051,917.5118123,-113.9618123,2.235742857,668.4871143,135.0628857,627.8,289.8,-154.7
00-01-28400-02333,NEW_YORK,"Chain112,",2012-09-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,403,1005.81,3.267692308,2.496153846,0.236153846,0.769230769,0.615384615,3618223.95,0,0.236153846,280.8988652,917.8910611,87.9189389,2.235742857,901.0043714,104.8056286,628.0,289.9,-185.1
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,561,1402.5,3.229230769,2.5,0.223846154,0.846153846,0.615384615,3618223.95,0,0.223846154,277.48856,896.074596,506.425404,2.235742857,1254.251743,148.2482571,620.4,275.7,-127.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,445,1112.5,3.229230769,2.5,0.223846154,0.923076923,0.538461538,3618223.95,0,0.223846154,292.1412274,943.3914405,169.1085595,2.235742857,994.9055714,117.5944286,653.2,290.2,-172.6
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,466,1165,3.113846154,2.5,0.191538462,0.615384615,0.538461538,3618223.95,0,0.191538462,280.817028,874.4210225,290.5789775,2.235742857,1041.856171,123.1438286,627.8,246.6,-123.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,900,1801.5,3.113846154,2.038461538,0.337692308,0.692307692,0.923076923,3618223.95,0,0.337692308,289.9767557,902.9430053,898.5569947,2.235742857,2012.168571,-210.6685714,648.3,254.6,-465.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.80505833,364,910,3.099166667,2.5,0.1875,0.333333333,0.5,3618223.95,0,0.1875,270.9012843,839.5682304,70.43176965,2.235742857,813.8104,96.1896,605.7,233.9,-137.7
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-05T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,375,1046.25,3.113846154,2.79,0.097692308,0.230769231,0.461538462,3618223.95,0,0.097692308,245.0811105,763.1448734,283.1051266,2.235742857,838.4035714,207.8464286,547.9,215.2,-7.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,322,898.38,3.075384615,2.79,0.086153846,0.538461538,0.307692308,3618223.95,0,0.086153846,245.8627161,756.1224146,142.2575854,2.235742857,719.9092,178.4708,549.7,206.4,-28.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,290,808.7,3.075384615,2.789230769,0.086153846,0.846153846,0.307692308,3618223.95,0,0.086153846,237.7830204,731.2742427,77.42575731,2.235742857,648.3654286,160.3345714,531.6,199.7,-39.3
00-01-28400-02333,NEW_YORK,"Chain112,",2012-11-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,320,859.28,3.075384615,2.685384615,0.121538462,0.615384615,0.307692308,3618223.95,0,0.121538462,217.4849394,668.8498367,190.4301633,2.235742857,715.4377143,143.8422857,486.2,182.6,-38.8
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,457,1142.5,3.075384615,2.5,0.180769231,1,1,3618223.95,0,0.180769231,232.2500978,714.2583778,428.2416222,2.235742857,1021.734486,120.7655143,519.3,195.0,-74.2
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,413,1032.5,3.075384615,2.5,0.180769231,0.923076923,1,3618223.95,0,0.180769231,231.6354356,712.368055,320.131945,2.235742857,923.3618,109.1382,517.9,194.5,-85.4
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,284,792.36,3.075384615,2.79,0.086153846,0.846153846,0.307692308,3618223.95,0,0.086153846,213.6422675,657.0321427,135.3278573,2.235742857,634.9509714,157.4090286,477.6,179.4,-22.0
00-01-28400-02333,NEW_YORK,"Chain112,",2012-12-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,200,558,3.036923077,2.79,0.074615385,0.615384615,0.307692308,3618223.95,0,0.074615385,215.6697327,654.9723881,-96.97238812,2.235742857,447.1485714,110.8514286,482.2,172.8,-61.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,826,1658,3.291538462,2.038461538,0.379230769,1.230769231,0.923076923,507336.43,0,0.379230769,327.0202272,1076.399655,581.6003446,2.235742857,1846.7236,-188.7236,731.1,345.3,-534.0
00-01-28400-02333,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,465,1162.5,3.291538462,2.5,0.24,0.615384615,0.923076923,507336.43,0,0.24,443.8201889,1460.851222,-298.3512218,2.235742857,1039.620429,122.8795714,992.3,468.6,-345.7
00-01-28400-02333,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,539,1346.48,3.291538462,2.499230769,0.24,0.615384615,0.923076923,507336.43,0,0.24,420.383267,1383.707692,-37.22769186,2.235742857,1205.0654,141.4146,939.9,443.8,-302.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-06-13T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,332,992.68,3.291538462,2.99,0.090769231,0.769230769,0,507336.43,0,0.090769231,294.394156,969.0096874,23.67031261,2.235742857,742.2666286,250.4133714,658.2,310.8,-60.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,300,897,3.291538462,2.99,0.090769231,0.769230769,0,507336.43,0,0.090769231,284.2670682,935.6759883,-38.67598827,2.235742857,670.7228571,226.2771429,635.5,300.1,-73.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,343,1023.07,3.291538462,2.983846154,0.093076923,0.692307692,0,507336.43,0,0.093076923,294.2162465,968.4240914,54.64590857,2.235742857,766.8598,256.2102,657.8,310.6,-54.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,364,906.36,3.291538462,2.49,0.240769231,0.769230769,1,507336.43,0,0.240769231,294.9187075,970.7362687,-64.3762687,2.235742857,813.8104,92.5496,659.4,311.4,-218.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,454,1130.46,3.291538462,2.49,0.240769231,0.923076923,1,507336.43,0,0.240769231,309.3413514,1018.208956,112.2510443,2.235742857,1015.027257,115.4327429,691.6,326.6,-211.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,478,1190.22,3.291538462,2.49,0.240769231,0.769230769,1,507336.43,0,0.240769231,285.403305,939.4159554,250.8040446,2.235742857,1068.685086,121.5349143,638.1,301.3,-179.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,320,1050.43,3.291538462,3.283846154,0.003076923,1,0,507336.43,0,0.003076923,319.5976736,1051.968035,-1.538034944,2.235742857,715.4377143,334.9922857,714.5,337.4,-2.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,455,1137.5,3.291538462,2.5,0.24,0.846153846,1,507336.43,0,0.24,290.5818008,956.4611737,181.0388263,2.235742857,1017.263,120.237,649.7,306.8,-186.6
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,545,1367.81,3.291538462,2.545384615,0.226153846,0.923076923,0.923076923,507336.43,0,0.226153846,297.6231253,979.6379639,388.1720361,2.235742857,1218.479857,149.3301429,665.4,314.2,-164.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,287,932.57,3.291538462,3.259230769,0.01,0.692307692,0,507336.43,0,0.01,286.8157639,944.0651182,-11.4951182,2.235742857,641.6582,290.9118,641.2,302.8,-11.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,748,1870,3.291538462,2.5,0.24,0.384615385,1,507336.43,0,0.24,290.8670966,957.4002357,912.5997643,2.235742857,1672.335657,197.6643429,650.3,307.1,-109.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,297,828.63,3.291538462,2.79,0.150769231,0.769230769,1,507336.43,0,0.150769231,271.3891551,893.287842,-64.65784204,2.235742857,664.0156286,164.6143714,606.8,286.5,-121.9
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,PRETZEL,54.45455833,284,927.25,3.291666667,3.274166667,0.005,0.75,0,507336.43,0,0.005,283.514027,933.2336723,-5.9836723,2.235742857,634.9509714,292.2990286,633.9,299.4,-7.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,568,1420,3.291538462,2.5,0.24,0.769230769,1,507336.43,0,0.24,282.4084214,929.5581808,490.4418192,2.235742857,1269.901943,150.0980571,631.4,298.2,-148.1
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,271,883.6,3.291538462,3.263846154,0.009230769,0.692307692,0,507336.43,0,0.009230769,271.4096678,893.3553603,-9.755360264,2.235742857,605.8863143,277.7136857,606.8,286.6,-8.8
00-01-28400-02333,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,373,1003.37,3.291538462,2.69,0.180769231,0.615384615,1,507336.43,0,0.180769231,280.0607442,921.830711,81.53928901,2.235742857,833.9320857,169.4379143,626.1,295.7,-126.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,435,1171.95,3.291538462,2.702307692,0.176923077,0.615384615,1,507336.43,0,0.176923077,281.9815046,928.1529678,243.7970322,2.235742857,972.5481429,199.4018571,630.4,297.7,-98.3
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-10T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,280,920.6,3.291538462,3.286153846,0.002307692,0.615384615,0,507336.43,0,0.002307692,280.3735911,922.8604586,-2.260458631,2.235742857,626.008,294.592,626.8,296.0,-1.4
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-17T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,281,922.46,3.291538462,3.283076923,0.003076923,0.692307692,0,507336.43,0,0.003076923,280.7831631,924.2085806,-1.748580607,2.235742857,628.2437429,294.2162571,627.8,296.4,-2.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-24T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,398,1194,3.291538462,3,0.09,0.769230769,0.846153846,507336.43,0,0.09,287.9213933,947.70434,246.29566,2.235742857,889.8256571,304.1743429,643.7,304.0,0.2
00-01-28400-02333,NEW_YORK,"Chain112,",2011-10-31T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,356,1068,3.291538462,3,0.09,0.769230769,0.846153846,507336.43,0,0.09,238.0511141,783.554398,284.445602,2.235742857,795.9244571,272.0755429,532.2,251.3,20.7
00-01-28400-02333,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,PEPSICO INC,PRETZEL,56.26959154,355,1068.19,3.291538462,3.022307692,0.083076923,0.615384615,0.769230769,507336.43,0,0.083076923,249.9538807,822.7328119,245.4571881,2.235742857,793.6887143,274.5012857,558.8,263.9,10.6
