UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,Discount_avg,D_avg,PR_avg,prediction,Revenue_Baseline,Incr. Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-01-28400-03549,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,107,286.69,3.817272727,2.679090909,0.297272727,0.181818182,1,95.656044,365.145208,-78.45520796,2.3732,253.9324,32.7576,227.0109236,138.1342843,-105.3766843
00-01-28400-03549,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.08470455,117,292.5,3.834545455,2.5,0.342727273,0.090909091,1,84.16742,322.7437978,-30.24379778,2.3732,277.6644,14.8356,199.7461211,122.9976766,-108.1620766
00-01-28400-03549,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.015975,113,339,3.831666667,3,0.215833333,0.166666667,0.916666667,83.71933,320.7845661,18.21543388,2.3732,268.1716,70.8284,198.682714,122.1018522,-51.27345216
00-01-28400-03549,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.015975,151,304,3.831666667,2.083333333,0.453333333,0,0.916666667,126.02118,482.8711547,-178.8711547,2.3732,358.3532,-54.3532,299.0734644,183.7976903,-238.1508903
00-01-28400-03549,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.015975,135,405,3.831666667,3,0.215833333,0.166666667,0.916666667,93.14252,356.8910891,48.10891087,2.3732,320.382,84.618,221.0458285,135.8452607,-51.22726067
00-01-28400-03549,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.015975,111,333,3.831666667,3,0.215833333,0,0.916666667,102.17151,391.4871692,-58.48716915,2.3732,263.4252,69.5748,242.4734275,149.0137416,-79.43894162
00-01-28400-03549,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.015975,138,414,3.831666667,3,0.215833333,0.25,0.916666667,110.94009,425.0854449,-11.08544485,2.3732,327.5016,86.4984,263.2830216,161.8024233,-75.30402326
00-01-28400-03549,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,117,351,3.817272727,3,0.212727273,0.090909091,0.727272727,91.21612,348.1968072,2.803192836,2.3732,277.6644,73.3356,216.474096,131.7227112,-58.38711118
00-01-28400-03549,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,116,348,3.817272727,3,0.212727273,0.181818182,0.727272727,95.315926,363.8468848,-15.84688479,2.3732,275.2912,72.7088,226.2037556,137.6431292,-64.93432921
00-01-28400-03549,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,97,291,3.772727273,3,0.2,0.181818182,0.727272727,102.9665,388.4645227,-97.46452273,2.3732,230.2004,60.7996,244.3600978,144.1044249,-83.30482493
00-01-28400-03549,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,108,324,3.772727273,3,0.2,0,0.727272727,85.3199,321.8887136,2.111286364,2.3732,256.3056,67.6944,202.4811867,119.407527,-51.71312696
00-01-28400-03549,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,96,288,3.772727273,3,0.2,0.272727273,0.727272727,101.264435,382.0430957,-94.04309568,2.3732,227.8272,60.1728,240.3207571,141.7223385,-81.54953854
00-01-28400-03549,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.410574,90,270,3.751,3,0.195,0,0.7,72.28546,271.1427605,-1.14276046,2.3732,213.588,56.412,171.5478537,99.59490679,-43.18290679
00-01-28400-03549,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,94,279.5,3.772727273,2.967272727,0.21,0.090909091,0.727272727,97.25023,366.898595,-87.398595,2.3732,223.0808,56.4192,230.7942458,136.1043492,-79.68514916
00-01-28400-03549,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,192,386,3.772727273,2.045454545,0.451818182,0.363636364,1,117.20226,442.1721627,-56.17216273,2.3732,455.6544,-69.6544,278.1444034,164.0277593,-233.6821593
00-01-28400-03549,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,83,249,3.772727273,3,0.2,0.090909091,0.727272727,91.77858,346.2555518,-97.25555182,2.3732,196.9756,52.0244,217.8089261,128.4466258,-76.42222576
00-01-28400-03549,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.44997545,94,282,3.645454545,3,0.170909091,0.272727273,0.727272727,90.90032,331.3729847,-49.37298473,2.3732,223.0808,58.9192,215.7246394,115.6483453,-56.7291453
00-01-28400-03549,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,63.758373,78,234,3.71,3,0.188,0,0.8,49.439213,183.4194802,50.58051977,2.3732,185.1096,48.8904,117.3291403,66.09033994,-17.19993994
00-01-28400-03549,NEW_YORK,"Chain112,",2012-09-24T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.769476,99,297,3.611,3,0.163,0,0.5,67.094215,242.2772104,54.72278964,2.3732,234.9468,62.0532,159.227991,83.04921933,-20.99601933
00-01-28400-03549,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.769476,89,267,3.611,3,0.163,0,0.5,64.94065,234.5006872,32.49931285,2.3732,211.2148,55.7852,154.1171506,80.38353657,-24.59833657
00-01-28400-03549,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.769476,87,261,3.611,3,0.163,0,0.5,64.41825,232.6143008,28.38569925,2.3732,206.4684,54.5316,152.8773909,79.73690985,-25.20530985
00-01-28400-03549,NEW_YORK,"Chain112,",2012-10-15T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.769476,106,318,3.611,3,0.163,0.6,0.5,86.38124,311.9226576,6.07734236,2.3732,251.5592,66.4408,204.9999588,106.9226989,-40.48189887
00-01-28400-03549,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,63.758373,118,354,3.71,3,0.188,0.4,0.3,69.404434,257.4904501,96.50954986,2.3732,280.0376,73.9624,164.7106028,92.77984737,-18.81744737
00-01-28400-03549,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,65.03422125,167,334,3.66375,2,0.45125,0,1,18.660612,68.36781722,265.6321828,2.3732,396.3244,-62.3244,44.2853644,24.08245282,-86.40685282
00-01-28400-03633,NEW_YORK,"Chain112,",2011-03-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,52.16483429,65,194.35,3.84,2.99,0.217142857,0.285714286,0.428571429,69.96889,268.6805376,-74.3305376,2.04,132.6,61.75,142.7365356,125.944002,-64.194002
00-01-28400-03633,NEW_YORK,"Chain112,",2011-04-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,53.6524775,166,498,3.85875,3,0.22125,0.625,0.375,179.78995,693.7644696,-195.7644696,2.04,338.64,159.36,366.771498,326.9929716,-167.6329716
00-01-28400-03633,NEW_YORK,"Chain112,",2011-04-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.851474,509,1023,3.862,2.05,0.468,0.3,1,298.52875,1152.918033,-129.9180325,2.04,1038.36,-15.36,608.99865,543.9193825,-559.2793825
00-01-28400-03633,NEW_YORK,"Chain112,",2011-04-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.851474,165,495,3.885,3,0.227,0,0.4,102.481224,398.1395552,96.86044476,2.04,336.6,158.4,209.061697,189.0778583,-30.67785828
00-01-28400-03633,NEW_YORK,"Chain112,",2011-05-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.037475,377,1131,3.8025,3,0.208333333,0.333333333,0.416666667,309.45074,1176.686439,-45.68643885,2.04,769.08,361.92,631.2795096,545.4069293,-183.4869293
00-01-28400-03633,NEW_YORK,"Chain112,",2011-05-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.037475,289,866.86,3.8025,3,0.208333333,0.333333333,0.416666667,294.48157,1119.76617,-252.9061699,2.04,589.56,277.3,600.7424028,519.0237671,-241.7237671
00-01-28400-03633,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.037475,279,826.38,3.8025,2.956666667,0.2175,0.5,0.416666667,276.27866,1050.549605,-224.1696047,2.04,569.16,257.22,563.6084664,486.9411383,-229.7211383
00-01-28400-03633,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.037475,616,1238.5,3.8025,2.041666667,0.461666667,0.666666667,1,345.96515,1315.532483,-77.03248287,2.04,1256.64,-18.14,705.768906,609.7635769,-627.9035769
00-01-28400-03633,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.037475,360,900,3.8025,2.5,0.336666667,0.5,1,294.3098,1119.113015,-219.1130145,2.04,734.4,165.6,600.391992,518.7210225,-353.1210225
00-01-28400-03633,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,322,962.78,3.763076923,2.99,0.199230769,0.384615385,0.461538462,338.36584,1273.296684,-310.5166841,2.04,656.88,305.9,690.2663136,583.0303705,-277.1303705
00-01-28400-03633,NEW_YORK,"Chain112,",2011-06-13T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,403,1204.97,3.763076923,2.99,0.199230769,0.230769231,0.461538462,335.16367,1261.246672,-56.27667203,2.04,822.12,382.85,683.7338868,577.5127852,-194.6627852
00-01-28400-03633,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,361,1079.39,3.763076923,2.99,0.199230769,0.076923077,0.461538462,267.84692,1007.928564,71.46143643,2.04,736.44,342.95,546.4077168,461.5208468,-118.5708468
00-01-28400-03633,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,484,1455.16,3.763076923,3.066923077,0.18,0.307692308,0.461538462,386.3614,1453.907668,1.252331692,2.04,987.36,467.8,788.177256,665.7304123,-197.9304123
00-01-28400-03633,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,546,1368.92,3.763076923,2.537692308,0.32,0.538461538,0.923076923,386.14658,1453.099284,-84.17928412,2.04,1113.84,255.08,787.7390232,665.3602609,-410.2802609
00-01-28400-03633,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,494,1237.45,3.763076923,2.537692308,0.32,0.153846154,0.923076923,263.28345,990.7558749,246.6941251,2.04,1007.76,229.69,537.098238,453.6576369,-223.9676369
00-01-28400-03633,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,562,1680.38,3.581666667,2.99,0.159166667,0.333333333,0.5,333.1479,1193.224729,487.1552715,2.04,1146.48,533.9,679.621716,513.6030125,20.2969875
00-01-28400-03633,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,725,1815.93,3.613076923,2.537692308,0.292307692,0.230769231,0.923076923,345.69168,1249.010632,566.9193685,2.04,1479,336.93,705.2110272,543.7996043,-206.8696043
00-01-28400-03633,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,492,1471.08,3.613076923,2.99,0.166153846,0.384615385,0.461538462,412.08936,1488.910557,-17.83055686,2.04,1003.68,467.4,840.6622944,648.2482625,-180.8482625
00-01-28400-03633,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,616,1544.92,3.613076923,2.547692308,0.29,0.230769231,0.923076923,347.08246,1254.035627,290.8843734,2.04,1256.64,288.28,708.0482184,545.9874082,-257.7074082
00-01-28400-03633,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,500,1495,3.613076923,2.99,0.166153846,0.307692308,0.461538462,347.46457,1255.416219,239.5837805,2.04,1020,475,708.8277228,546.5884967,-71.58849665
00-01-28400-03633,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,914,2732.86,3.613076923,2.99,0.166153846,0.384615385,0.461538462,510.83026,1845.669024,887.190976,2.04,1864.56,868.3,1042.09373,803.5752936,64.72470638
00-01-28400-03633,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,442,1321.58,3.613076923,2.99,0.166153846,0.538461538,0.461538462,322.62485,1165.6684,155.9115997,2.04,901.68,419.9,658.154694,507.5137063,-87.61370635
00-01-28400-03633,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,54.45455833,405,1214.95,3.581666667,3.02,0.151666667,0.333333333,0.416666667,245.34776,878.7538937,336.1961063,2.04,826.2,388.75,500.5094304,378.2444633,10.50553667
00-01-28400-03633,NEW_YORK,"Chain112,",2011-09-12T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,456,1363.44,3.613076923,2.99,0.166153846,0.307692308,0.384615385,286.36444,1034.65675,328.7832502,2.04,930.24,433.2,584.1834576,450.4732922,-17.27329215
00-01-28400-03633,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,428,1282.72,3.613076923,3.013076923,0.160769231,0.461538462,0.307692308,321.88852,1163.007983,119.7120166,2.04,873.12,409.6,656.6525808,506.3554026,-96.75540262
00-01-28400-03633,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,501,1497.99,3.613076923,2.99,0.166153846,0.461538462,0.307692308,359.00104,1297.098373,200.891627,2.04,1022.04,475.95,732.3621216,564.7362514,-88.78625138
00-01-28400-03633,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,548,1637.54,3.613076923,2.988461538,0.166923077,0.461538462,0.307692308,362.7239,1310.549353,326.9906475,2.04,1117.92,519.62,739.956756,570.5925965,-50.97259654
00-01-28400-03633,NEW_YORK,"Chain112,",2011-12-26T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,54.45455833,845,2124.5,3.515,2.541666667,0.274166667,0.833333333,0.916666667,369.76825,1299.735399,824.7646013,2.04,1723.8,400.7,754.32723,545.4081688,-144.7081688
00-01-28400-03633,NEW_YORK,"Chain112,",2012-01-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1468,3670,3.474615385,2.5,0.276923077,0.769230769,1,559.0831,1942.598741,1727.401259,2.04,2994.72,675.28,1140.529524,802.0692165,-126.7892165
00-01-28400-03633,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,567,1700.51,3.49,2.998461538,0.140769231,0.307692308,1,390.40442,1362.511426,337.9985742,2.04,1156.68,543.83,796.4250168,566.086409,-22.256409
00-01-28400-03633,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,637,1911,3.49,3,0.14,0.615384615,1,475.32275,1658.876398,252.1236025,2.04,1299.48,611.52,969.65841,689.2179875,-77.6979875
00-01-28400-03633,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,54.45455833,375,1125,3.49,3,0.14,0.5,1,318.57956,1111.842664,13.1573356,2.04,765,360,649.9023024,461.940362,-101.940362
00-01-28400-03633,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,573,1343.8,3.49,2.381538462,0.315384615,0.769230769,1,400.69193,1398.414836,-54.6148357,2.04,1168.92,174.88,817.4115372,581.0032985,-406.1232985
00-01-28400-03633,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,617,1851,3.49,3,0.14,0.692307692,1,424.04538,1479.918376,371.0816238,2.04,1258.68,592.32,865.0525752,614.865801,-22.545801
00-01-28400-03633,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,760,2280,3.49,3,0.14,0.615384615,1,495.46982,1729.189672,550.8103282,2.04,1550.4,729.6,1010.758433,718.431239,11.168761
00-01-28400-03633,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,743,2229,3.49,3,0.14,0.461538462,0.923076923,473.0586,1650.974514,578.025486,2.04,1515.72,713.28,965.039544,685.93497,27.34503
00-01-28400-03633,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,711,2119.36,3.49,2.987692308,0.143076923,0.846153846,0.923076923,424.13464,1480.229894,639.1301064,2.04,1450.44,668.92,865.2346656,614.995228,53.924772
00-01-28400-03633,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,982,2629.42,3.49,2.678461538,0.233076923,0.461538462,1,510.67297,1782.248665,847.1713347,2.04,2003.28,626.14,1041.772859,740.4758065,-114.3358065
00-01-28400-03633,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.270395,823,2057.5,3.49,2.5,0.28,0.333333333,1,363.42715,1268.360754,789.1392465,2.04,1678.92,378.58,741.391386,526.9693675,-148.3893675
00-01-28400-03633,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,687,2061,3.49,3,0.14,0.538461538,0.923076923,443.86774,1549.098413,511.9015874,2.04,1401.48,659.52,905.4901896,643.608223,15.911777
00-01-28400-03633,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,801,1623,3.49,2.076923077,0.407692308,0.384615385,0.923076923,472.00095,1647.283316,-24.2833155,2.04,1634.04,-11.04,962.881938,684.4013775,-695.4413775
00-01-28400-03633,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,732,2196,3.49,3,0.14,0.461538462,0.923076923,447.3069,1561.101081,634.898919,2.04,1493.28,702.72,912.506076,648.595005,54.124995
00-01-28400-03633,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,673,2019,3.49,3,0.14,0.230769231,0.923076923,400.70285,1398.452947,620.5470535,2.04,1372.92,646.08,817.433814,581.0191325,65.0608675
00-01-28400-03633,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1029,3087,3.49,3,0.14,0.076923077,0.923076923,340.08643,1186.901641,1900.098359,2.04,2099.16,987.84,693.7763172,493.1253235,494.7146765
00-01-28400-03633,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,739,2217,3.49,3,0.14,0.461538462,0.923076923,449.21042,1567.744366,649.2556342,2.04,1507.56,709.44,916.3892568,651.355109,58.084891
00-01-28400-03633,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,807,2421,3.474615385,3,0.136153846,0.076923077,0.923076923,319.61307,1110.53249,1310.46751,2.04,1646.28,774.72,652.0106628,458.5218273,316.1981727
00-01-28400-03633,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,738,2214,3.474615385,3,0.136153846,0.538461538,0.923076923,478.27747,1661.830255,552.1697446,2.04,1505.52,708.48,975.6860388,686.1442166,22.33578342
00-01-28400-03633,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,696,2088,3.474615385,3,0.136153846,0.230769231,0.923076923,389.00922,1351.657421,736.3425794,2.04,1419.84,668.16,793.5788088,558.0786118,110.0813882
00-01-28400-03633,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,761,2283,3.474615385,3,0.136153846,0.153846154,0.923076923,298.66946,1037.761501,1245.238499,2.04,1552.44,730.56,609.2856984,428.4758022,302.0841978
00-01-28400-03633,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,656,1968,3.473333333,3,0.135833333,0.25,0.416666667,345.92307,1201.50613,766.4938702,2.04,1338.24,629.76,705.6830628,495.823067,133.936933
00-01-28400-03633,NEW_YORK,"Chain112,",2012-08-20T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,707,2103.5,3.474615385,2.979230769,0.142307692,0.384615385,0.461538462,478.9012,1663.997477,439.5025228,2.04,1442.28,661.22,976.958448,687.0390292,-25.81902923
00-01-28400-03633,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1364,2757,3.474615385,2.038461538,0.415384615,0.384615385,1,365.68243,1270.605797,1486.394203,2.04,2782.56,-25.56,745.9921572,524.61364,-550.17364
00-01-28400-03633,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,663,1987.5,3.474615385,2.997692308,0.136923077,0.461538462,0.307692308,322.62216,1120.987921,866.5120794,2.04,1352.52,634.98,658.1492064,462.8387142,172.1412858
00-01-28400-03633,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1343,2710,3.317692308,2.076923077,0.373076923,1.153846154,0.923076923,404.49515,1341.990448,1368.009552,2.04,2739.72,-29.72,825.170106,516.8203417,-546.5403417
00-01-28400-03633,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1179,2947.5,3.302307692,2.5,0.242307692,0.615384615,1,422.74457,1396.032645,1551.467355,2.04,2405.16,542.34,862.3989228,533.6337226,8.706277408
00-01-28400-03854,NEW_YORK,"Chain112,",2011-04-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,54.45455833,1214,2436.74,4.031666667,2.015833333,0.451666667,0.25,0.916666667,267.67328,1079.169441,1357.570559,2.519647917,3058.852571,-622.1125708,674.4424223,404.7270182,-1026.839589
00-01-28400-03854,NEW_YORK,"Chain112,",2011-05-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1890,5633.86,4.266923077,2.979230769,0.300769231,1.230769231,1,497.2542,2121.745421,3512.114579,2.519647917,4762.134563,871.7254375,1252.905509,868.839912,2.885525507
00-01-28400-03854,NEW_YORK,"Chain112,",2011-05-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1154,2884.02,4.266923077,2.499230769,0.416153846,0.307692308,1,453.37158,1934.501657,949.5183429,2.519647917,2907.673696,-23.65369583,1142.336757,792.1649001,-815.8185959
00-01-28400-03854,NEW_YORK,"Chain112,",2011-05-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,2596,5208,4.266923077,2.038461538,0.519230769,1,1,461.2013,1967.91047,3240.08953,2.519647917,6541.005992,-1333.005992,1162.064895,805.8455754,-2138.851567
00-01-28400-03854,NEW_YORK,"Chain112,",2011-05-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1362,3405,4.266923077,2.5,0.416153846,0.538461538,1,455.13754,1942.036873,1462.963127,2.519647917,3431.760463,-26.7604625,1146.786354,795.2505181,-822.0109806
00-01-28400-03854,NEW_YORK,"Chain112,",2011-06-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,911,2679.3,4.266923077,2.951538462,0.306153846,0.307692308,1,428.02103,1826.33281,852.9671897,2.519647917,2295.399252,383.9007479,1078.462297,747.8705138,-363.9697659
00-01-28400-03854,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,576,2134.29,4.266923077,3.769230769,0.118461538,0.615384615,0.384615385,427.4556,1823.920164,310.369836,2.519647917,1451.3172,682.9728,1077.037612,746.882552,-63.90975199
00-01-28400-03854,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1277,3179.73,4.266923077,2.49,0.416923077,0.538461538,1,456.52927,1947.975277,1231.754723,2.519647917,3217.59039,-37.86038958,1150.293024,797.6822534,-835.542643
00-01-28400-03854,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,2274,4561.72,4.266923077,2.037692308,0.519230769,0.846153846,1,450.06293,1920.383902,2641.336098,2.519647917,5729.679363,-1167.959363,1134.000124,786.3837781,-1954.343141
00-01-28400-03854,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1039,2587.6,4.266923077,2.49,0.416923077,0.384615385,1,387.17905,1652.063223,935.5367767,2.519647917,2617.914185,-30.31418542,975.5548867,676.5083366,-706.8225221
00-01-28400-03854,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,1149,2861.01,4.266923077,2.49,0.416923077,0.692307692,1,426.58716,1820.214597,1040.795403,2.519647917,2895.075456,-34.06545625,1074.849449,745.3651484,-779.4306046
00-01-28400-03854,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,973,2858.27,4.266923077,2.940769231,0.309230769,0.538461538,1,445.2151,1899.698584,958.5714156,2.519647917,2451.617423,406.6525771,1121.785299,777.9132852,-371.2607081
00-01-28400-03854,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,3570,7105.3,4.266923077,1.990769231,0.536153846,0.846153846,1,459.3871,1960.169418,5145.130582,2.519647917,8995.143063,-1889.843063,1157.493749,802.6756688,-2692.518731
00-01-28400-03854,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,962,2876.38,4.266923077,2.992307692,0.296153846,0.384615385,0.923076923,363.45596,1550.838623,1325.541377,2.519647917,2423.901296,452.4787042,915.7810524,635.0575708,-182.5788666
