UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,Discount_avg,D_avg,PR_avg,prediction,Revenue_Baseline,Incr. Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-01-28400-00842,NEW_YORK,"Chain112,",2012-03-05T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,63.68283571,36,125.64,3.362857143,3.49,-0.04,0.142857143,0.428571429,42.36594,142.4706039,-16.83060394,2.3732,85.4352,40.2048,100.5428488,41.92775513,-1.722955135
00-01-28400-00842,NEW_YORK,"Chain112,",2012-03-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,64.08864,29,100.72,3.336666667,3.482222222,-0.046666667,0.222222222,0.555555556,35.628437,118.8802181,-18.16021812,2.3732,68.8228,31.8972,84.55340669,34.32681143,-2.429611435
00-01-28400-00842,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.80761091,62,186,3.328181818,3,0.096363636,0.363636364,1,58.22928,193.797631,-7.797630982,2.3732,147.1384,38.8616,138.1897273,55.60790369,-16.74630369
00-01-28400-00842,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.80761091,87,261,3.328181818,3,0.096363636,0.545454545,1,87.15634,290.0721461,-29.07214613,2.3732,206.4684,54.5316,206.8394261,83.23272004,-28.70112004
00-01-28400-00842,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.72452667,45,135,3.368888889,3,0.107777778,0.222222222,1,52.500256,176.8675291,-41.8675291,2.3732,106.794,28.206,124.5936075,52.27392156,-24.06792156
00-01-28400-00842,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,63.357073,102,237.66,3.361,2.33,0.303,0.4,1,73.00891,245.3829465,-7.72294651,2.3732,242.0664,-4.4064,173.2647452,72.1182013,-76.5246013
00-01-28400-00842,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.021575,87,261,3.312,3,0.092,0.6,1,88.22574,292.2036509,-31.20365088,2.3732,206.4684,54.5316,209.3773262,82.82632471,-28.29472471
00-01-28400-00842,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.021575,99,297,3.312,3,0.092,0.5,1,95.63408,316.740073,-19.74007296,2.3732,234.9468,62.0532,226.9587987,89.7812743,-27.7280743
00-01-28400-00842,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.86097455,94,282,3.919090909,3,0.147272727,0.454545455,1,118.8454,465.7659267,-183.7659267,2.3732,223.0808,58.9192,282.0439033,183.7220234,-124.8028234
00-01-28400-00842,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.86097455,94,252.29,3.919090909,2.671818182,0.24,0.545454545,1,116.46642,456.4424878,-204.1524878,2.3732,223.0808,29.2092,276.3981079,180.0443799,-150.8351799
00-01-28400-00842,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.821077,114,285,3.982,2.5,0.293,0.6,1,99.200836,395.017729,-110.017729,2.3732,270.5448,14.4552,235.423424,159.594305,-145.139105
00-01-28400-00842,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.86097455,89,267,3.919090909,3,0.147272727,0.363636364,1,97.94862,383.8695462,-116.8695462,2.3732,211.2148,55.7852,232.451665,151.4178812,-95.63268122
00-01-28400-00842,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.86097455,88,176,3.919090909,2,0.430909091,0.363636364,1,106.03249,415.5509676,-239.5509676,2.3732,208.8416,-32.8416,251.6363053,163.9146624,-196.7562624
00-01-28400-00842,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,82,246,3.883333333,3,0.146666667,0.333333333,1,85.83696,333.333528,-87.333528,2.3732,194.6024,51.3976,203.7082735,129.6252545,-78.22765453
00-01-28400-00842,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,73,219,3.883333333,3,0.146666667,0.25,1,85.4214,331.71977,-112.71977,2.3732,173.2436,45.7564,202.7220665,128.9977035,-83.24130352
00-01-28400-00842,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,112,336,3.883333333,3,0.146666667,0.166666667,1,84.91492,329.7529393,6.247060667,2.3732,265.7984,70.2016,201.5200881,128.2328512,-58.03125119
00-01-28400-00842,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.80233636,76,228,3.963636364,3,0.16,0.818181818,1,59.911522,237.4674872,-9.4674872,2.3732,180.3632,47.6368,142.182024,95.28546319,-47.64866319
00-01-28400-00842,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,69,207,3.883333333,3,0.146666667,0.5,1,73.56204,285.665922,-78.665922,2.3732,163.7508,43.2492,174.5774333,111.0884887,-67.83928867
00-01-28400-00842,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,65,195,3.883333333,3,0.146666667,0.666666667,1,81.11252,314.9869527,-119.9869527,2.3732,154.258,40.742,192.4962325,122.4907202,-81.7487202
00-01-28400-00842,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,64,192,3.883333333,3,0.146666667,0.333333333,1,76.554436,297.2863931,-105.2863931,2.3732,151.8848,40.1152,181.6789875,115.6074056,-75.49220562
00-01-28400-00842,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,76,228,3.837692308,3,0.142307692,0.307692308,0.923076923,98.455956,377.843665,-149.843665,2.3732,180.3632,47.6368,233.6556748,144.1879902,-96.55119021
00-01-28400-00842,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,72,216,3.883333333,3,0.146666667,0.166666667,0.916666667,67.66641,262.7712255,-46.7712255,2.3732,170.8704,45.1296,160.5859242,102.1853013,-57.05570129
00-01-28400-00842,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,165,331,3.837692308,2.038461538,0.416153846,0.769230769,1,111.41568,427.5790981,-96.57909809,2.3732,391.578,-60.578,264.4116918,163.1674063,-223.7454063
00-01-28400-00842,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,67,200.5,3.883333333,2.99,0.149166667,0.583333333,1,77.15752,299.6283693,-99.12836933,2.3732,159.0044,41.4956,183.1102265,116.5181429,-75.02254287
00-01-28400-00842,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,70,210,3.837692308,3,0.142307692,0.230769231,0.923076923,76.203575,292.4458736,-82.4458736,2.3732,166.124,43.876,180.8463242,111.5995494,-67.72354941
00-01-28400-00842,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,99,297,3.322307692,3,0.095384615,0.615384615,0.538461538,118.723335,394.4354491,-97.43544913,2.3732,234.9468,62.0532,281.7542186,112.6812305,-50.6280305
00-01-28400-00842,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.75888273,86,258,3.354545455,3,0.104545455,0,0.363636364,59.125393,198.3388183,59.66118166,2.3732,204.0952,53.9048,140.3163827,58.02243567,-4.117635669
00-01-28400-00842,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.7613925,72,216,3.291666667,3,0.0875,0.166666667,0.5,71.04812,233.8667283,-17.86672833,2.3732,170.8704,45.1296,168.6113984,65.25532995,-20.12572995
00-01-28400-00842,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.6198925,139,281,3.291666667,2.083333333,0.365,0.166666667,0.916666667,75.098854,247.2003944,33.79960558,2.3732,329.8748,-48.8748,178.2246003,68.9757941,-117.8505941
00-01-28400-00842,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,82,244,3.308333333,2.974166667,0.1,0.666666667,0.416666667,100.6576,333.0088933,-89.00889333,2.3732,194.6024,49.3976,238.8806163,94.12827701,-44.73067701
00-01-28400-00842,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,145,362.5,3.306923077,2.5,0.241538462,0.461538462,1,128.06331,423.4955151,-60.99551515,2.3732,344.114,18.386,303.9198473,119.5756679,-101.1896679
00-01-28400-00843,NEW_YORK,"Chain112,",2012-03-05T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.95298,33,115.17,3.40375,3.49,-0.0275,0.125,0.375,31.672747,107.8061126,7.363887399,2.3732,78.3156,36.8544,75.16576318,32.64034942,4.214050579
00-01-28400-00843,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.80233636,104,312,3.363636364,3,0.106363636,0.363636364,1,74.90646,251.9580927,60.04190727,2.3732,246.8128,65.1872,177.7680109,74.19008186,-9.002881855
00-01-28400-00843,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.80233636,98,294,3.363636364,3,0.106363636,0.181818182,1,84.19535,283.2025409,10.79745909,2.3732,232.5736,61.4264,199.8124046,83.39013629,-21.96373629
00-01-28400-00843,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.177571,83,249,3.4,3,0.117,0.6,1,79.276726,269.5408684,-20.5408684,2.3732,196.9756,52.0244,188.1395261,81.40134226,-29.37694226
00-01-28400-00843,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,124,288.92,3.374166667,2.33,0.305833333,0.5,1,106.5323,359.4577356,-70.53773558,2.3732,294.2768,-5.3568,252.8224544,106.6352812,-111.9920812
00-01-28400-00843,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,101,303,3.374166667,3,0.109166667,0.833333333,1,113.80059,383.9821574,-80.98215743,2.3732,239.6932,63.3068,270.0715602,113.9105972,-50.60379724
00-01-28400-00843,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.83743182,126,378,3.390909091,3,0.113636364,0.454545455,1,154.00037,522.2012546,-144.2012546,2.3732,299.0232,78.9768,365.4736781,156.7275766,-77.75077655
00-01-28400-00843,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.80233636,135,405,3.363636364,3,0.106363636,0.272727273,1,88.95786,299.2218927,105.7781073,2.3732,320.382,84.618,211.1147934,88.10709938,-3.489099375
00-01-28400-00843,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.27706545,87,259.76,3.363636364,2.962727273,0.117272727,0.090909091,1,82.67526,278.0895109,-18.32951091,2.3732,206.4684,53.2916,196.204927,81.88458388,-28.59298388
00-01-28400-00843,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,60.27706545,147,394.29,3.363636364,2.682727273,0.2,0.545454545,1,104.774284,352.4225916,41.86740836,2.3732,348.8604,45.4296,248.6503308,103.7722608,-58.34266085
00-01-28400-00843,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.80715818,144,360,3.381818182,2.5,0.257272727,0.454545455,1,113.12474,382.5673025,-22.56730255,2.3732,341.7408,18.2592,268.467633,114.0996696,-95.84046958
00-01-28400-00843,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,109,327,3.374166667,3,0.109166667,0.583333333,1,112.84197,380.7476138,-53.74761378,2.3732,258.6788,68.3212,267.7965632,112.9510506,-44.62985057
00-01-28400-00843,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,105,210,3.374166667,2,0.406666667,0.333333333,1,115.09996,388.3664484,-178.3664484,2.3732,249.186,-39.186,273.1552251,115.2112233,-154.3972233
00-01-28400-00843,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.80233636,117,351,3.363636364,3,0.106363636,0.636363636,1,89.92436,302.4728473,48.52715273,2.3732,277.6644,73.3356,213.4084912,89.06435612,-15.72875612
00-01-28400-00843,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,114,342,3.374166667,3,0.109166667,0.583333333,1,112.56039,379.7975159,-37.79751593,2.3732,270.5448,71.4552,267.1283175,112.6691984,-41.21399838
00-01-28400-00843,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,117,351,3.374166667,3,0.109166667,0.25,1,111.542046,376.3614535,-25.36145355,2.3732,277.6644,73.3356,264.7115836,111.64987,-38.31426998
00-01-28400-00843,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,78,234,3.374166667,3,0.109166667,0.5,1,90.406784,305.047557,-71.04755701,2.3732,185.1096,48.8904,214.5533798,90.49417722,-41.60377722
00-01-28400-00843,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,61.17242909,95,285,3.381818182,3,0.110909091,0.363636364,1,79.05399,267.3462207,17.65377927,2.3732,225.454,59.546,187.6109291,79.73529166,-20.18929166
00-01-28400-00843,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,84,252,3.374166667,3,0.109166667,0.833333333,1,100.63955,339.574615,-87.57461496,2.3732,199.3488,52.6512,238.8377801,100.7368349,-48.0856349
00-01-28400-00843,NEW_YORK,"Chain112,",2012-08-13T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,102,306,3.3575,3,0.105,0.25,0.916666667,103.3792,347.095664,-41.095664,2.3732,242.0664,63.9336,245.3395174,101.7561466,-37.82254656
00-01-28400-00843,NEW_YORK,"Chain112,",2012-08-27T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,210,420,3.374166667,2,0.406666667,0.916666667,1,104.49127,352.5709602,67.42903981,2.3732,498.372,-78.372,247.978682,104.5922782,-182.9642782
00-01-28400-00843,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,91,272.5,3.374166667,2.998333333,0.11,0.416666667,1,92.33992,311.5702801,-39.07028007,2.3732,215.9612,56.5388,219.1410981,92.42918192,-35.89038192
00-01-28400-00843,NEW_YORK,"Chain112,",2012-09-10T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.43856,91,273,3.374166667,3,0.109166667,0.166666667,0.916666667,90.68246,305.9777338,-32.97773378,2.3732,215.9612,57.0388,215.2076141,90.77011971,-33.73131971
00-01-28400-00843,NEW_YORK,"Chain112,",2012-09-17T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,64,192,3.3575,3,0.105,0.166666667,0.916666667,80.158585,269.1324491,-77.13244914,2.3732,151.8848,40.1152,190.2323539,78.90009522,-38.78489522
00-01-28400-00843,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,101,303,3.367692308,3,0.107692308,0.461538462,0.923076923,122.269394,411.7656976,-108.7656976,2.3732,239.6932,63.3068,290.1697258,121.5959718,-58.2891718
00-01-28400-00843,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.7613925,104,312,3.333333333,3,0.0975,0.5,0.666666667,110.2972,367.6573333,-55.65733333,2.3732,246.8128,65.1872,261.757315,105.9000183,-40.71281829
00-01-28400-00843,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,58.75888273,96,288,3.319090909,3,0.093636364,0,0.363636364,69.035835,229.1362124,58.86378765,2.3732,227.8272,60.1728,163.8358436,65.30036873,-5.127568728
00-01-28400-00843,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,98,294,3.329230769,3,0.097692308,0.153846154,0.384615385,87.28535,290.5930729,3.406927077,2.3732,232.5736,61.4264,207.1455926,83.4474803,-22.0210803
00-01-28400-00843,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,193,389,3.329230769,2.076923077,0.374615385,0.307692308,0.923076923,126.91976,422.5451702,-33.54517022,2.3732,458.0276,-69.0276,301.2059744,121.3391958,-190.3667958
00-01-28400-00843,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,114,342,3.329230769,3,0.097692308,0.615384615,0.384615385,137.09396,456.4174299,-114.4174299,2.3732,270.5448,71.4552,325.3513859,131.066044,-59.61084404
00-01-28400-00843,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,87,257.5,3.3325,2.931666667,0.118333333,0.5,0.5,99.19282,330.5600727,-73.06007265,2.3732,206.4684,51.0316,235.4044004,95.15567223,-44.12407223
00-01-28400-00843,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,142,355,3.329230769,2.5,0.246923077,0.769230769,1,146.06563,486.2861897,-131.2861897,2.3732,336.9944,18.0056,346.6429531,139.6432366,-121.6376366
00-01-28400-00843,NEW_YORK,"Chain112,",2012-12-24T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.80505833,107,321,3.315833333,3,0.094166667,0.416666667,0.333333333,121.89504,404.1836368,-83.1836368,2.3732,253.9324,67.0676,289.2813089,114.9023279,-47.83472787
00-01-28400-00956,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.19997545,189,440.97,3.523636364,2.330909091,0.334545455,0.090909091,1,91.06253,320.8712421,120.0987579,2.2372,422.8308,18.1392,203.7250921,117.14615,-99.00694996
00-01-28400-00956,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,213,639.5,3.521666667,3.0025,0.145,0.166666667,0.916666667,77.037735,271.3012234,368.1987766,2.2372,476.5236,162.9764,172.3488207,98.95240268,64.02399732
00-01-28400-00956,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,59.59489083,141,423,3.521666667,3,0.145833333,0.333333333,0.916666667,94.39602,332.4313171,90.5686829,2.2372,315.4452,107.5548,211.1827759,121.2485412,-13.69374116
00-01-28400-00956,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,220,722.64,3.52,3.284615385,0.066923077,0.230769231,0.461538462,160.57938,565.2394176,157.4005824,2.2372,492.184,230.456,359.2481889,205.9912287,24.46477134
00-01-28400-00956,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,139,414.5,3.52,2.983846154,0.15,0.461538462,0.923076923,154.6137,544.240224,-129.740224,2.2372,310.9708,103.5292,345.9017696,198.3384544,-94.80925436
00-01-28400-00956,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,334,835,3.52,2.5,0.292307692,0.307692308,1,156.71448,551.6349696,283.3650304,2.2372,747.2248,87.7752,350.6016347,201.0333349,-113.2581349
00-01-28400-00956,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,55.55943364,122,305,3.524545455,2.5,0.293636364,0.272727273,1,121.07169,426.7226747,-121.7226747,2.2372,272.9384,32.0616,270.8615849,155.8610898,-123.7994898
00-01-28400-00956,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,111,326.12,3.52,2.913846154,0.170769231,0.153846154,0.846153846,94.66786,333.2308672,-7.1108672,2.2372,248.3292,77.7908,211.7909364,121.4399308,-43.64913081
00-01-28400-00956,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,310,663.4,3.52,2.14,0.393076923,0.230769231,1,155.001,545.60352,117.79648,2.2372,693.532,-30.132,346.7682372,198.8352828,-228.9672828
00-01-28400-00956,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,97,314.63,3.52,3.297692308,0.060769231,0.153846154,0.307692308,100.93062,355.2757824,-40.6457824,2.2372,217.0084,97.6216,225.8019831,129.4737993,-31.85219934
00-01-28400-00956,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,284,607.76,3.52,2.14,0.393076923,0.384615385,1,189.47815,666.963088,-59.203088,2.2372,635.3648,-27.6048,423.9005172,243.0625708,-270.6673708
00-01-28400-00956,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,226,562.74,3.52,2.49,0.293846154,0.538461538,1,156.15244,549.6565888,13.0834112,2.2372,505.6072,57.1328,349.3442388,200.31235,-143.17955
00-01-28400-00956,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,138,345,3.52,2.5,0.292307692,0.461538462,1,140.04431,492.9559712,-147.9559712,2.2372,308.7336,36.2664,313.3071303,179.6488409,-143.3824409
00-01-28400-00956,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,68,221.78,3.52,3.262307692,0.073846154,0,0.384615385,78.58121,276.6058592,-54.8258592,2.2372,152.1296,69.6504,175.801883,100.8039762,-31.15357619
00-01-28400-00956,NEW_YORK,"Chain112,",2012-07-30T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,220,470.8,3.52,2.14,0.393076923,0,1,107.36185,377.913712,92.886288,2.2372,492.184,-21.384,240.1899308,137.7237812,-159.1077812
00-01-28400-00956,NEW_YORK,"Chain112,",2012-08-06T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,96,287.14,3.52,2.990769231,0.148461538,0,0.769230769,89.5002,315.040704,-27.900704,2.2372,214.7712,72.3688,200.2298474,114.8108566,-42.44205656
00-01-28400-00956,NEW_YORK,"Chain112,",2012-09-03T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,51.24131556,84,179.76,3.53,2.14,0.394444444,0.222222222,1,47.130444,166.3704673,13.38953268,2.2372,187.9248,-8.1648,105.4402293,60.930238,-69.095038
00-01-28400-00956,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,63.758373,56,184.24,3.498,3.29,0.06,0.3,0.3,37.33211,130.5877208,53.65227922,2.2372,125.2832,58.9568,83.51939649,47.06832429,11.88847571
00-01-28400-00956,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.26959154,227,564.26,3.498461538,2.483846154,0.293076923,0.076923077,1,100.42397,351.3293966,212.9306034,2.2372,507.8444,56.4156,224.6685057,126.6608909,-70.2452909
00-01-28400-00956,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,57.920175,103,220.42,3.499,2.14,0.39,0,1,72.75971,254.5862253,-34.16622529,2.2372,230.4316,-10.0116,162.7780232,91.80820208,-101.8198021
00-01-28400-00956,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.61781,113,282.5,3.498333333,2.5,0.288333333,0.166666667,1,77.061676,269.5874299,12.91257013,2.2372,252.8036,29.6964,172.4023815,97.18504833,-67.48864833
00-01-28400-00956,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.61781,117,292.5,3.498333333,2.5,0.288333333,0.166666667,1,84.30086,294.9125086,-2.412508567,2.2372,261.7524,30.7476,188.597884,106.3146246,-75.56702457
00-01-28400-00956,NEW_YORK,"Chain112,",2012-12-24T00:00:00.000Z,PEPSICO INC,TORTILLA CHIP,56.61781,83,249,3.494166667,3,0.14,0.166666667,0.333333333,91.645035,320.2230265,-71.22302646,2.2372,185.6876,63.3124,205.0282723,115.1947542,-51.88235416
00-01-28400-01179,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,PEPSICO INC,PRETZEL,57.9786025,30,75,2.625,2.5,0.03625,0,0.5,14.61420986,38.36230089,36.63769911,1.7,51,24,24.84415677,13.51814412,10.48185588
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,PEPSICO INC,PRETZEL,54.726355,45,112.5,2.625,2.5,0.03625,0.25,0.5,34.24559471,89.89468612,22.60531388,1.7,76.5,36,58.21751101,31.67717511,4.322824892
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,PEPSICO INC,PRETZEL,59.14069,33,82.5,2.642857143,2.5,0.041428571,0,0.428571429,16.31333547,43.11381516,39.38618484,1.7,56.1,26.4,27.73267029,15.38114487,11.01885513
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,PEPSICO INC,PRETZEL,57.42997429,31,77.5,2.642857143,2.5,0.041428571,0,0.428571429,18.29927526,48.36237034,29.13762966,1.7,52.7,24.8,31.10876795,17.25360239,7.54639761
00-01-28400-01179,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,103,257.5,2.625,2.5,0.03625,0,0.5,65.89453654,172.9731584,84.52684159,1.7,175.1,82.4,112.0207121,60.9524463,21.4475537
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,PEPSICO INC,PRETZEL,55.53147375,40,100,2.625,2.5,0.03625,0,0.5,35.19853211,92.39614679,7.60385321,1.7,68,32,59.83750459,32.5586422,-0.558642202
00-01-28400-01179,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,PEPSICO INC,PRETZEL,55.465975,53,132.5,2.625,2.5,0.03625,0,0.5,35.16227829,92.30098051,40.19901949,1.7,90.1,42.4,59.77587309,32.52510742,9.874892581
